isin,date
XS2052950545,2019Q4
XS2064288728,2019Q4
XS2073750718,2019Q4
BE6316886520,2019Q4
XS2073804663,2019Q4
XS2076234660,2019Q4
XS2066659553,2019Q4
BE6316488426,2019Q4
FR0125892507,2019Q4
XS2068251896,2019Q4
XS2034839535,2019Q4
FR0125913766,2019Q4
XS2075825146,2019Q4
XS2064244358,2019Q4
XS2042668595,2019Q4
XS2039699967,2019Q4
XS2041103016,2019Q4
FR0125510604,2019Q4
XS2052947590,2019Q4
XS2055635127,2019Q4
FR0125877474,2019Q4
XS2066570578,2019Q4
XS2064297471,2019Q4
FR0125891871,2019Q4
XS2031178929,2019Q4
XS2051895055,2019Q4
XS2065340445,2019Q4
BE6316579364,2019Q4
XS2072855369,2019Q4
FR0125402448,2019Q4
XS2052990848,2019Q4
FR0125819328,2019Q4
XS2050647028,2019Q4
XS2063349596,2019Q4
FR0125917163,2019Q4
XS2040391943,2019Q4
XS2051426141,2019Q4
XS2039615377,2019Q4
FR0011600352,2019Q4
DE000A17D8Q6,2019Q4
XS1067950615,2019Q4
DE000A1ML0D9,2019Q4
XS1139087933,2019Q4
DE000A1AYDS2,2019Q4
XS1148854877,2019Q4
XS0827594762,2019Q4
DE000A1R0W05,2019Q4
XS0878451920,2019Q4
XS1336607715,2019Q4
NO0010748742,2019Q4
XS0989390249,2019Q4
NO0010701055,2019Q4
XS1030986613,2019Q4
XS1494008003,2019Q4
XS1040998749,2019Q4
XS1227093611,2019Q4
NO0010719735,2019Q4
XS1102742464,2019Q4
XS1142231312,2019Q4
AT0000A1NQH2,2019Q4
SE0005794880,2019Q4
XS1056384420,2019Q4
XS0901332337,2019Q4
XS0974154550,2019Q4
XS1063399700,2019Q4
XS0953046991,2019Q4
BE6261856213,2019Q4
DE000A1G0WC7,2019Q4
XS0951562585,2019Q4
XS1115151828,2019Q4
XS1076005153,2019Q4
IE00BY9D6T89,2019Q4
FR0013204286,2019Q4
XS0891408469,2019Q4
NO0010637846,2019Q4
NO0010757271,2019Q4
CH0336352825,2019Q4
XS1505674751,2019Q4
XS1028938915,2019Q4
FR0011538461,2019Q4
XS0206633082,2019Q4
XS1204272709,2019Q4
XS1432585997,2019Q4
CH0240672193,2019Q4
XS1327539976,2019Q4
XS0909788613,2019Q4
JP1748551K90,2019Q4
JP1748501K83,2019Q4
XS2070311860,2019Q4
FR0125875197,2019Q4
FR0125955445,2019Q4
CH0036183462,2019Q4
DE000BLB6PT6,2019Q4
FR0125877797,2019Q4
CH0398634151,2019Q4
FR0125870446,2019Q4
XS2050403745,2019Q4
FR0125915902,2019Q4
DE000DK0TR06,2019Q4
DE000DK0TQ23,2019Q4
XS2018610555,2019Q4
XS2066353397,2019Q4
XS2074547618,2019Q4
XS2065728094,2019Q4
FR0125913147,2019Q4
XS2042380654,2019Q4
XS2040458957,2019Q4
XS2057943362,2019Q4
XS2058549911,2019Q4
XS1521634441,2019Q4
XS1980043084,2019Q4
XS2066421814,2019Q4
FR0125715195,2019Q4
XS2051125024,2019Q4
XS2067281670,2019Q4
FR0125892572,2019Q4
FR0125954711,2019Q4
FR0125874976,2019Q4
XS2053834508,2019Q4
DE000BLB6PU4,2019Q4
XS1951185070,2019Q4
XS2066879326,2019Q4
XS2051780406,2019Q4
FR0125825747,2019Q4
CH0036183504,2019Q4
CH0036183470,2019Q4
XS1917113356,2019Q4
XS2040068061,2019Q4
XS2057848702,2019Q4
XS2017338042,2019Q4
XS2028884455,2019Q4
XS2063559210,2019Q4
FR0125823643,2019Q4
FR0125913352,2019Q4
XS2055078500,2019Q4
FR0125770026,2019Q4
XS2015313229,2019Q4
XS2051618218,2019Q4
XS2073751443,2019Q4
XS2066636932,2019Q4
XS2049310464,2019Q4
XS2051210990,2019Q4
XS2064248771,2019Q4
XS2047618504,2019Q4
FR0125951154,2019Q4
FR0125849234,2019Q4
FR0125892606,2019Q4
FR0125913774,2019Q4
FR0125954406,2019Q4
BE6314599935,2019Q4
CH0398634185,2019Q4
CH0485260738,2019Q4
XS2042382197,2019Q4
JP1748481K87,2019Q4
FR0125892648,2019Q4
XS2059667654,2019Q4
XS2067177423,2019Q4
FR0125849077,2019Q4
DE000A1R0U23,2019Q4
XS2069274962,2019Q4
FR0125953937,2019Q4
FR0125913261,2019Q4
FR0125824260,2019Q4
XS2042649967,2019Q4
XS0856023147,2019Q4
XS2076781637,2019Q4
XS2066637666,2019Q4
XS2027959274,2019Q4
XS2037296774,2019Q4
XS2016768785,2019Q4
XS0208469923,2019Q4
XS0854425625,2019Q4
FR0010525691,2019Q4
FR0125441099,2019Q4
XS2007221752,2019Q4
XS2049494177,2019Q4
XS2041001525,2019Q4
CH0225173290,2019Q4
DE000DK0TQC4,2019Q4
FR0125773137,2019Q4
BE6314600949,2019Q4
XS2023621092,2019Q4
XS2009868907,2019Q4
FR0125717308,2019Q4
XS1964557109,2019Q4
XS1978439690,2019Q4
FR0125735565,2019Q4
XS2049485340,2019Q4
FR0125822223,2019Q4
JP1748461K73,2019Q4
XS1892202513,2019Q4
XS2027559926,2019Q4
CH0490860530,2019Q4
FR0125670101,2019Q4
XS2040156437,2019Q4
JP1748441K78,2019Q4
XS1953787113,2019Q4
CH0222359421,2019Q4
CH0036183371,2019Q4
XS1966769967,2019Q4
XS2030615871,2019Q4
XS2009155263,2019Q4
CH0239193169,2019Q4
JP1748381K62,2019Q4
XS2048716125,2019Q4
CH0180071463,2019Q4
XS2011968687,2019Q4
XS2035363568,2019Q4
XS1963732091,2019Q4
BE6307942324,2019Q4
XS2010451859,2019Q4
CH0027333241,2019Q4
XS2030347178,2019Q4
XS2046732330,2019Q4
XS2023666436,2019Q4
CH0193486021,2019Q4
JP1748371K64,2019Q4
FR0125785446,2019Q4
XS2009197182,2019Q4
JP1748511K81,2019Q4
XS2016078177,2019Q4
XS2017300232,2019Q4
XS2029553125,2019Q4
FR0125443871,2019Q4
DE000DK0TMV3,2019Q4
XS2046600859,2019Q4
BE6315622496,2019Q4
XS2043809701,2019Q4
FR0125739013,2019Q4
XS2025851754,2019Q4
FR0125738973,2019Q4
XS2039605659,2019Q4
XS2029606006,2019Q4
XS1785831741,2019Q4
CH0138775876,2019Q4
CH0398633906,2019Q4
CH0036183348,2019Q4
XS2041623013,2019Q4
XS2045896235,2019Q4
XS0456451771,2019Q4
XS2041100939,2019Q4
FR0125768749,2019Q4
XS2033330643,2019Q4
FR0125507485,2019Q4
XS1520713022,2019Q4
XS1878581948,2019Q4
CH0222705979,2019Q4
XS0541909213,2019Q4
XS2034560693,2019Q4
XS2031811321,2019Q4
XS2038886433,2019Q4
XS2049702892,2019Q4
XS1970671282,2019Q4
XS2034064019,2019Q4
DE000A2AAL23,2019Q4
XS1993786273,2019Q4
CH0109411238,2019Q4
XS2009036331,2019Q4
XS2044946908,2019Q4
XS2035105860,2019Q4
XS2042666110,2019Q4
CH0105376641,2019Q4
CH0119015060,2019Q4
XS1292468987,2019Q4
FR0125820862,2019Q4
XS1197832832,2019Q4
CH0215076339,2019Q4
XS2013558429,2019Q4
XS1982749258,2019Q4
XS1080078428,2019Q4
XS1967632446,2019Q4
XS2031931228,2019Q4
XS2047476879,2019Q4
CH0109141371,2019Q4
JP1748421K72,2019Q4
CH0236331127,2019Q4
CH0111056666,2019Q4
CH0107212968,2019Q4
LU1166642675,2019Q4
XS1913452584,2019Q4
XS1061082696,2019Q4
XS1210362239,2019Q4
XS1210352784,2019Q4
XS1303918269,2019Q4
XS2018606363,2019Q4
XS1068561098,2019Q4
XS1487891852,2019Q4
XS1504057008,2019Q4
XS1500468407,2019Q4
XS1219461818,2019Q4
XS1133588233,2019Q4
XS1147732553,2019Q4
XS0901578681,2019Q4
XS0305103482,2019Q4
XS1565691513,2019Q4
XS1508455729,2019Q4
XS1068574828,2019Q4
XS1480203709,2019Q4
NO0010856917,2019Q4
NO0010790736,2019Q4
UA4000203749,2019Q4
SG1U11932563,2019Q4
CA3379Z2N321,2019Q4
US89119AAQ13,2019Q4
XS1142330304,2019Q4
XS2094258741,2019Q4
CA8807971137,2019Q4
RU000A0JP1H4,2019Q4
BE6258027729,2019Q4
XS0548805299,2019Q4
BE0934985020,2019Q4
BE6314466572,2019Q4
BE6316079217,2019Q4
CH0398633963,2019Q4
DE000DK0TQS0,2019Q4
DE000DK0TQX0,2019Q4
FI4000400213,2019Q4
FR0125715153,2019Q4
FR0125715187,2019Q4
FR0125769671,2019Q4
FR0125803371,2019Q4
FR0125892374,2019Q4
FR0125918096,2019Q4
FR0125923690,2019Q4
FR0125924987,2019Q4
FR0125951907,2019Q4
FR0125956013,2019Q4
FR0125971871,2019Q4
FR0125976672,2019Q4
FR0125977456,2019Q4
FR0126003195,2019Q4
XS2018638135,2019Q4
XS2021461129,2019Q4
XS2026295803,2019Q4
XS2026826342,2019Q4
XS2035023386,2019Q4
XS2044477300,2019Q4
XS2044946064,2019Q4
XS2049737179,2019Q4
XS2051364953,2019Q4
XS2052295743,2019Q4
XS2053379462,2019Q4
XS2058707683,2019Q4
XS2059665286,2019Q4
XS2060597296,2019Q4
XS2063270065,2019Q4
XS2064971653,2019Q4
XS2065342227,2019Q4
XS2065581055,2019Q4
XS2065727369,2019Q4
XS2066064010,2019Q4
XS2066069241,2019Q4
XS2066076378,2019Q4
XS2068010938,2019Q4
XS2069370331,2019Q4
XS2069940299,2019Q4
XS2071250596,2019Q4
XS2075154778,2019Q4
XS2075259791,2019Q4
XS2075285010,2019Q4
XS2075857263,2019Q4
XS2078919243,2019Q4
XS2078922890,2019Q4
XS2079713249,2019Q4
XS2080705929,2019Q4
XS2080773927,2019Q4
XS2081013828,2019Q4
XS2085659402,2019Q4
XS2085659741,2019Q4
XS2087649773,2019Q4
XS2088654806,2019Q4
XS2091117643,2019Q4
XS2091919386,2019Q4
XS2092011514,2019Q4
XS2092391247,2019Q4
XS2092440127,2019Q4
XS2092758569,2019Q4
XS2092901466,2019Q4
XS2092944193,2019Q4
XS2093113053,2019Q4
XS2093116072,2019Q4
XS2093242613,2019Q4
XS2093572837,2019Q4
XS2093584337,2019Q4
XS2093625114,2019Q4
XS2093668197,2019Q4
XS2093674591,2019Q4
XS2094055550,2019Q4
XS2094252033,2019Q4
XS2094264392,2019Q4
XS2094302663,2019Q4
XS2094497224,2019Q4
XS2095777475,2019Q4
XS2095778366,2019Q4
XS2095790064,2019Q4
XS2095989492,2019Q4
XS2096638726,2019Q4
XS2097335108,2019Q4
XS2097433705,2019Q4
XS2097821115,2019Q4
XS2099068483,2019Q4
XS2099106598,2019Q4
XS2099271285,2019Q4
XS2099281086,2019Q4
XS2099379302,2019Q4
EZ7FQ3NHLWT1,2019Q4
EZ5KHDXBPXN5,2019Q4
EZVK35K2LLM9,2019Q4
DE000C3Z3731,2019Q4
EZ8L5HYH9X85,2019Q4
EZ7ZPFQ0S9Q8,2019Q4
DE000C3Z32K1,2019Q4
EZVBR02QNVG6,2019Q4
EZ3K5Q9S11X0,2019Q4
DE000C39VZ80,2019Q4
EZ83DDBNRP52,2019Q4
EZ3ZS2VCKPX3,2019Q4
DE000C3Z32J3,2019Q4
EZ1514T1X7D3,2019Q4
EZ68HNYYJ4W0,2019Q4
EZ59WDPRQYG9,2019Q4
XS1538864825,2019Q4
EZVF150013P8,2019Q4
XS1520897163,2019Q4
XS0447028431,2019Q4
EZ41LQKBBY33,2019Q4
DE000C39VYY5,2019Q4
EZ4RBH3385G7,2019Q4
DE000C3ZWMC2,2019Q4
DE0001104701,2019Q4
EZ887S02QKW6,2019Q4
EZ2M6ZX16R08,2019Q4
EZ974VFZ5GK7,2019Q4
EZ396FY2MH05,2019Q4
EZ4B7K94WMG9,2019Q4
EZ9KN1JV08X4,2019Q4
EZB10C2BMFJ9,2019Q4
EZTW6F3GDDV7,2019Q4
EZ2NX91VVSD5,2019Q4
EZ457WZB8T26,2019Q4
EZ4C3MX3WZT4,2019Q4
EZ6H5161ZYZ0,2019Q4
JP1748541K93,2019Q4
EZ4JKP96R878,2019Q4
EZ9Z23ZL3222,2019Q4
EZ55KMZ2TBC3,2019Q4
XS0206050147,2019Q4
EZ7Y7C35ND60,2019Q4
EZ89Y748W1P3,2019Q4
EZ8YV18GB8B1,2019Q4
EZ9N6TK25PT8,2019Q4
EZ1335Q0T030,2019Q4
EZ1D81L7TBL5,2019Q4
EZ79FSHHXDK0,2019Q4
EZ97LGFMT2B1,2019Q4
EZ8X0L92WNW1,2019Q4
EZ13ZQJHYJ55,2019Q4
EZ9VMJ3402V3,2019Q4
EZ9G0T9RNP78,2019Q4
EZ2KYS8RR537,2019Q4
EZ7YM1034JG5,2019Q4
EZBGSYFS7XB4,2019Q4
XS2032024312,2019Q4
XS2046739772,2019Q4
XS2042381975,2019Q4
XS2041063988,2019Q4
BE0319891827,2019Q4
XS2055081553,2019Q4
XS2033235495,2019Q4
XS2059683008,2019Q4
XS2031997591,2019Q4
XS1936848073,2019Q4
XS2056554848,2019Q4
XS2027355762,2019Q4
XS2025543260,2019Q4
XS2029532129,2019Q4
XS2046630419,2019Q4
XS2035108021,2019Q4
XS2036825904,2019Q4
XS2039603100,2019Q4
XS2041840971,2019Q4
XS2043093967,2019Q4
XS2045186967,2019Q4
XS2050659114,2019Q4
FR0125716102,2019Q4
XS1984170925,2019Q4
FR0125801177,2019Q4
XS2055174648,2019Q4
XS2053356098,2019Q4
XS2051787591,2019Q4
XS2024663465,2019Q4
FR0125669012,2019Q4
XS2025458071,2019Q4
BE6315247625,2019Q4
XS2052410516,2019Q4
XS2023183804,2019Q4
XS2031928604,2019Q4
XS2035108450,2019Q4
XS2029554446,2019Q4
XS2056449460,2019Q4
XS2055656552,2019Q4
XS2044117351,2019Q4
FR0125761934,2019Q4
XS2052409690,2019Q4
XS1984567724,2019Q4
XS2042451851,2019Q4
XS2046736083,2019Q4
XS2046742487,2019Q4
XS2053903758,2019Q4
XS2055119627,2019Q4
XS2051151376,2019Q4
XS2030557578,2019Q4
XS2030532159,2019Q4
XS2031859288,2019Q4
XS2038261413,2019Q4
XS2039988642,2019Q4
FR0125819955,2019Q4
XS2035107643,2019Q4
XS2035413173,2019Q4
FR0125827925,2019Q4
XS2051433352,2019Q4
XS2035031306,2019Q4
XS2035109185,2019Q4
XS2034621826,2019Q4
XS2026832746,2019Q4
XS2034697990,2019Q4
BE6315005148,2019Q4
XS2034621743,2019Q4
XS2056574010,2019Q4
XS2034686282,2019Q4
FR0125694457,2019Q4
XS1996314628,2019Q4
XS2055780568,2019Q4
XS2056539963,2019Q4
XS2033270724,2019Q4
XS2034314067,2019Q4
FR0125641615,2019Q4
XS2055668219,2019Q4
XS2053002791,2019Q4
XS2031318798,2019Q4
XS2012040973,2019Q4
XS2041108163,2019Q4
EZ544HQCBP39,2019Q4
EZ60LWFVC453,2019Q4
EZ2RQ35L8XB9,2019Q4
EZ71Y5VK6Y37,2019Q4
EZ5CKHDQ5728,2019Q4
XS1028939996,2019Q4
XS1082459568,2019Q4
XS1525368368,2019Q4
EZH93MKN0PT1,2019Q4
XS1028940499,2019Q4
XS1405766111,2019Q4
XS1900563252,2019Q4
EZVYRF7SG0Y4,2019Q4
EZ5CD2N6G145,2019Q4
XS1061998099,2019Q4
EZ9G8HTYZYR3,2019Q4
AU3FN0046934,2019Q4
EZ155YKJN699,2019Q4
EZ837PPS8QS5,2019Q4
XS2030331685,2019Q4
EZBHFTMYD746,2019Q4
XS1969774907,2019Q4
EZ595Z51C139,2019Q4
EZ7XZZ48JFK6,2019Q4
EZ7ZWWF119K2,2019Q4
EZ3CLTC3ZW91,2019Q4
EZ5M94JRH0Z8,2019Q4
XS1050464996,2019Q4
EZ9BGD2JSJ61,2019Q4
EZ79TK5P0BC6,2019Q4
EZ3W10S9CTP4,2019Q4
EZ8FFTVHH236,2019Q4
USU3824RAA33,2019Q4
BE6318067699,2019Q4
FR0125397937,2019Q4
FR0125671760,2019Q4
FR0125721706,2019Q4
FR0125924227,2019Q4
FR0125924946,2019Q4
FR0125975765,2019Q4
FR0125978819,2019Q4
FR0125981185,2019Q4
FR0126002452,2019Q4
FR0126023805,2019Q4
XS2051028418,2019Q4
XS2078663858,2019Q4
XS2079716770,2019Q4
XS2080539906,2019Q4
XS2080547321,2019Q4
XS2082337937,2019Q4
XS2082413381,2019Q4
XS2085677727,2019Q4
XS2087462516,2019Q4
XS2090755120,2019Q4
XS2093078553,2019Q4
XS2093100159,2019Q4
XS2093588320,2019Q4
XS2094392557,2019Q4
XS2095273673,2019Q4
XS2095854050,2019Q4
XS2096028498,2019Q4
XS2096454835,2019Q4
XS2096629576,2019Q4
XS2099061637,2019Q4
XS2099287281,2019Q4
US15912K2096,2019Q4
US46267XAC20,2019Q4
DE000DDX7EC6,2019Q4
XS2044901127,2019Q4
FR0013062684,2019Q4
AU000000MGY5,2019Q4
GB00H1QMN124,2019Q4
GB00H1QMN017,2019Q4
DE000C39VZC8,2019Q4
EZ6HK13FXDG3,2019Q4
DE000C39VZ23,2019Q4
EZRJG646NMQ4,2019Q4
EZ150ZH4D927,2019Q4
XS1676999367,2019Q4
EZ38QZCJWM82,2019Q4
XS1958313865,2019Q4
XS2049703866,2019Q4
XS2050599971,2019Q4
XS2004774563,2019Q4
XS2042548342,2019Q4
XS1982045525,2019Q4
FR0125605172,2019Q4
XS2043807168,2019Q4
DE000DK0TRB4,2019Q4
XS2009858189,2019Q4
XS1992929437,2019Q4
XS2041038527,2019Q4
XS1971379836,2019Q4
XS1967604239,2019Q4
DE000DK0TPK9,2019Q4
XS2028828544,2019Q4
XS2009881835,2019Q4
XS2036672215,2019Q4
XS2009861563,2019Q4
XS1989745796,2019Q4
XS2034569058,2019Q4
XS1987809289,2019Q4
FR0125719155,2019Q4
XS1971377467,2019Q4
XS2049071967,2019Q4
XS2048467828,2019Q4
XS1962459282,2019Q4
FR0125715286,2019Q4
XS2020682519,2019Q4
BE6315700300,2019Q4
XS2043945125,2019Q4
XS2022007962,2019Q4
XS2049547479,2019Q4
XS2047495747,2019Q4
XS2045777229,2019Q4
XS2043159495,2019Q4
XS1992924800,2019Q4
XS2004785411,2019Q4
XS2022255272,2019Q4
XS1983309227,2019Q4
FR0125735359,2019Q4
DE000DK0TPU8,2019Q4
XS1974704709,2019Q4
XS1987778203,2019Q4
XS2011127029,2019Q4
FR0125605115,2019Q4
XS1970685316,2019Q4
XS1960232244,2019Q4
DE000C317NV5,2019Q4
DE000C317NT9,2019Q4
DE000C317NS1,2019Q4
DE000C317NU7,2019Q4
XS1244819022,2019Q4
DE000C220MM2,2019Q4
DE000C220MU5,2019Q4
DE000C220MP5,2019Q4
CA30069C8016,2019Q4
XS1819648129,2019Q4
XS1175813655,2019Q4
XS1150437579,2019Q4
XS1109795176,2019Q4
XS0470937243,2019Q4
XS1219465728,2019Q4
BE0119284710,2019Q4
FR0011660596,2019Q4
XS1139088402,2019Q4
XS1254584599,2019Q4
DE000A19SE11,2019Q4
DE000LEG1CB5,2019Q4
LU1398384328,2019Q4
US31851XCJ90,2019Q4
US01626PAK21,2019Q4
US0020A3ZA17,2019Q4
USG0623TAA46,2019Q4
USG0626UAA81,2019Q4
US06119RZQ19,2019Q4
US55379WX354,2019Q4
US55379W3E40,2019Q4
US06742TMV51,2019Q4
US05530QAG55,2019Q4
US05568TD146,2019Q4
US07330NAP06,2019Q4
US13443DYC72,2019Q4
US14314MAC73,2019Q4
USG2008HAA17,2019Q4
US2027A0HZ57,2019Q4
US22533B2F12,2019Q4
US22549LH655,2019Q4
USG2849YAA76,2019Q4
US233331AT46,2019Q4
US29250RAV87,2019Q4
US29279GB556,2019Q4
US36320MAK45,2019Q4
USG39609AB10,2019Q4
USG39638AF11,2019Q4
US43815HAB33,2019Q4
US49327M2F07,2019Q4
USG5350BAH62,2019Q4
US60700AV842,2019Q4
US6362N2AM08,2019Q4
US637432NC57,2019Q4
US63873N6B25,2019Q4
USG6743PAE63,2019Q4
USG6714BAF97,2019Q4
USG67113AH63,2019Q4
US685218AC36,2019Q4
US7562E1YC22,2019Q4
USG7485RAA08,2019Q4
US806213AA27,2019Q4
US83369Y5Z53,2019Q4
USG8102GAB35,2019Q4
US81882EAM49,2019Q4
US89352HAV15,2019Q4
US928668AH55,2019Q4
USG9402TAF15,2019Q4
US91842JBA60,2019Q4
US98873N1072,2019Q4
US156549AA55,2019Q4
US31428FAG00,2019Q4
US36960LA216,2019Q4
US58155KA630,2019Q4
USU1468UAC72,2019Q4
USU42808AZ57,2019Q4
USU9604LAB72,2019Q4
XS1103347701,2019Q4
IE00B237VT70,2019Q4
IE00B4KL8M86,2019Q4
US3140JPM935,2019Q4
US71913BAB80,2019Q4
USU05376CP80,2019Q4
USU1279RBW89,2019Q4
USU42804AS01,2019Q4
US02581RDD26,2019Q4
US10114AA908,2019Q4
US12623KA236,2019Q4
US23636QBB14,2019Q4
US29366EC612,2019Q4
US3136B3L323,2019Q4
US44931CAV72,2019Q4
US68383NBC65,2019Q4
US78015FB796,2019Q4
US86364DAT72,2019Q4
US88432GAM96,2019Q4
USG26069AE74,2019Q4
USG8101MAG09,2019Q4
USG9010YAN79,2019Q4
USG9386AAB10,2019Q4
USU65220AD47,2019Q4
XS1699954787,2019Q4
XS1803209466,2019Q4
XS1355091163,2019Q4
DE000A1ZSYW9,2019Q4
XS1349996089,2019Q4
XS1295357252,2019Q4
XS1295515180,2019Q4
XS1280370633,2019Q4
XS1351134769,2019Q4
XS1395309187,2019Q4
XS1404953108,2019Q4
BE6315983229,2019Q4
BE6316628856,2019Q4
XS2069570005,2019Q4
XS2065583184,2019Q4
XS2067173513,2019Q4
XS2035986376,2019Q4
XS2058682753,2019Q4
XS2008888393,2019Q4
XS1964560236,2019Q4
XS2070056499,2019Q4
XS1992160231,2019Q4
XS2069068398,2019Q4
XS2046661059,2019Q4
XS2049740983,2019Q4
BE6315840734,2019Q4
XS2061555079,2019Q4
XS2061554858,2019Q4
XS2066673463,2019Q4
XS2068985345,2019Q4
XS2035112304,2019Q4
XS2049486157,2019Q4
XS2075893813,2019Q4
XS2046602129,2019Q4
XS2064298107,2019Q4
XS2010485758,2019Q4
XS2065019791,2019Q4
XS2066679742,2019Q4
XS2019231070,2019Q4
XS2059658232,2019Q4
XS2063663897,2019Q4
XS2063262047,2019Q4
XS2063491406,2019Q4
XS2051398852,2019Q4
XS2025447892,2019Q4
XS2068243448,2019Q4
XS2052172157,2019Q4
XS2041619763,2019Q4
XS2041884169,2019Q4
XS2058012605,2019Q4
XS2074585113,2019Q4
XS2038522236,2019Q4
XS2073777679,2019Q4
XS2012017567,2019Q4
XS2020592874,2019Q4
BE6315994333,2019Q4
BE6316007465,2019Q4
XS2035324743,2019Q4
XS2019212104,2019Q4
XS2071397777,2019Q4
XS2046725045,2019Q4
XS2053132572,2019Q4
XS2039838169,2019Q4
XS2042810841,2019Q4
US088830AA25,2019Q4
USU0900XAA38,2019Q4
US87248NAC20,2019Q4
US054937AL18,2019Q4
GB00H3HZBZ42,2019Q4
DE000C4CP7U9,2019Q4
DE000C4C1M26,2019Q4
FRENX5884148,2019Q4
FRENX4806613,2019Q4
FRENX5877563,2019Q4
DE000C98YYR9,2019Q4
DE000C98Z5D4,2019Q4
DE000C3XZKQ4,2019Q4
FRENX4671736,2019Q4
FRENX5676304,2019Q4
ES0A02144509,2019Q4
GB00H6G2X950,2019Q4
FRENX5851576,2019Q4
GB00H1QW8514,2019Q4
DE000C4DNPW7,2019Q4
DE000C2ZFV07,2019Q4
GB00F79ZV527,2019Q4
DE000C4FUZP0,2019Q4
NLENX3265123,2019Q4
FRENX5898015,2019Q4
FRENX5833053,2019Q4
FRENX0413174,2019Q4
FRENX3284598,2019Q4
FRENX4919150,2019Q4
DE000C4C3LA5,2019Q4
DE000C4FYEJ0,2019Q4
FRENX5931121,2019Q4
DE000C4C2ZP5,2019Q4
NLENX5829926,2019Q4
ES0A01140136,2019Q4
FRENX5884890,2019Q4
FRENX5727669,2019Q4
DE000C4CDEP8,2019Q4
NLENX3500800,2019Q4
DE000C362XZ1,2019Q4
DE000C3XZKS0,2019Q4
FRENX5660860,2019Q4
GB00H7RXV129,2019Q4
DE000C4C9BS5,2019Q4
DE000C4C7H84,2019Q4
GB00H47T5068,2019Q4
DE000C4C48Y5,2019Q4
NLENX7030812,2019Q4
DE000C4CFZD4,2019Q4
GB00F7DDH650,2019Q4
DE000C4CDVJ5,2019Q4
NLENX5652856,2019Q4
DE000C3XZKN1,2019Q4
NLENX5682325,2019Q4
GB00H6CFHH44,2019Q4
DE000C4C2BE0,2019Q4
DE000C4CFZB8,2019Q4
FRENX5664482,2019Q4
FRENX5664508,2019Q4
GB00H7QRH171,2019Q4
US34959JAK43,2019Q4
US00084BAA26,2019Q4
US00084BBU70,2019Q4
US00084BHA52,2019Q4
US01329WAM38,2019Q4
US02581RD344,2019Q4
US05971RBM51,2019Q4
US06053P2W69,2019Q4
US06053P5C78,2019Q4
US06367BBT52,2019Q4
US06417MBK09,2019Q4
US1247P2B452,2019Q4
US1247P2C930,2019Q4
US13738JBJ88,2019Q4
US1518T2AX20,2019Q4
US15200KAM36,2019Q4
US15963TB570,2019Q4
US17327AF510,2019Q4
US19423JA640,2019Q4
US19423JC620,2019Q4
US22549LA478,2019Q4
US23305DDL64,2019Q4
US23341VXD80,2019Q4
US24422LAE39,2019Q4
US26244HA603,2019Q4
US28504GAT31,2019Q4
US30040XAA46,2019Q4
US31428FA393,2019Q4
US31428FBE43,2019Q4
US44890MCG50,2019Q4
US4497W0E122,2019Q4
US45685QDM87,2019Q4
US46640PAA12,2019Q4
US48803MQB80,2019Q4
US48803NDT19,2019Q4
US49271JA720,2019Q4
US53127TAU79,2019Q4
US53127TC433,2019Q4
US53943RDQ92,2019Q4
US55607KAQ94,2019Q4
US55607KBD72,2019Q4
US56274LBC72,2019Q4
US57163TAT60,2019Q4
US59157TF577,2019Q4
US59157TF817,2019Q4
US60682WB491,2019Q4
US60689FBL13,2019Q4
US60710AAP75,2019Q4
US60710AFP21,2019Q4
US60920VAN29,2019Q4
US6117P4B587,2019Q4
US6117P4C247,2019Q4
US62479LBD64,2019Q4
US62939LA902,2019Q4
US63307LB677,2019Q4
US6362N2AP39,2019Q4
US63763PF954,2019Q4
US65409RA835,2019Q4
US65475LC264,2019Q4
US65475LCT70,2019Q4
US65475LFC19,2019Q4
US65558THQ13,2019Q4
US65558TMA06,2019Q4
US65558TMT96,2019Q4
US65602VRR95,2019Q4
US65602VSJ60,2019Q4
US65602VUM61,2019Q4
US67983TA304,2019Q4
US67983TCA25,2019Q4
US69033MKR78,2019Q4
US69033MLH87,2019Q4
US69034ABB70,2019Q4
US70109LA712,2019Q4
US74753CBC01,2019Q4
US7562E0AE60,2019Q4
US7588R0A807,2019Q4
US77511LAP85,2019Q4
US77511LAT08,2019Q4
US78476GBJ31,2019Q4
US79490AB312,2019Q4
US82124LCB62,2019Q4
US83050TDM09,2019Q4
US86563GAH56,2019Q4
US86564FZ552,2019Q4
US8672E2BQ02,2019Q4
US8672E2CB24,2019Q4
US87019VZL43,2019Q4
US88602TEF66,2019Q4
US89114M2Z97,2019Q4
US89114NDW20,2019Q4
US89119AAF57,2019Q4
US89119ACW62,2019Q4
US89232LD376,2019Q4
US89233A2L21,2019Q4
US89233GDD51,2019Q4
US89233GGQ38,2019Q4
US89355PCP18,2019Q4
US89355PD392,2019Q4
US91127PAM32,2019Q4
US91842JAX72,2019Q4
US93142WB778,2019Q4
IE00BF5LPM94,2019Q4
IE00BJ847F00,2019Q4
IE00BGK8XS47,2019Q4
IT0005385536,2019Q4
US01749GAK40,2019Q4
US09202LAM28,2019Q4
US165183AS32,2019Q4
US3136ALFX42,2019Q4
US3136ART248,2019Q4
US3136ASL615,2019Q4
US3136B4UP13,2019Q4
