isin,date
XS1149262054,2019Q4
CH0315622651,2019Q4
XS1186852452,2019Q4
XS1367212088,2019Q4
CH0323335627,2019Q4
LU0178215710,2019Q4
IE00BD93YH54,2019Q4
CH0466857619,2019Q4
CH0348400562,2019Q4
XS1926860674,2019Q4
XS1964742693,2019Q4
CH0277933062,2019Q4
CH0283469580,2019Q4
CH0315622107,2019Q4
XS1527747023,2019Q4
XS1923109463,2019Q4
XS1951935763,2019Q4
XS1952571328,2019Q4
XS1964742263,2019Q4
XS1978003132,2019Q4
CH0507405998,2019Q4
YY0004019056,2019Q4
GG00BJQZ9H10,2019Q4
CA45790Y1043,2019Q4
IE00BTKHFX17,2019Q4
CH0016431691,2019Q4
CH0384595556,2019Q4
CH0413402758,2019Q4
CH0443785404,2019Q4
CH0498326435,2019Q4
XS2047389981,2019Q4
CH0186700305,2019Q4
CH0025037315,2019Q4
CH0507406814,2019Q4
CH0216442548,2019Q4
XS1988394695,2019Q4
CH0498263125,2019Q4
CH0498329231,2019Q4
CH0513173358,2019Q4
CH0183136024,2019Q4
CH0332265385,2019Q4
LU1920072912,2019Q4
LU1912496582,2019Q4
CH0285087455,2019Q4
CH0410154667,2019Q4
LI0464414361,2019Q4
GG00B8XTJR98,2019Q4
CH0471003902,2019Q4
CH0249234235,2019Q4
CH0374214515,2019Q4
CH0439997120,2019Q4
CH0489395647,2019Q4
CH0489797669,2019Q4
XS0455643394,2019Q4
LU1734078311,2019Q4
IE00BF2CWM40,2019Q4
LU1683482407,2019Q4
CH0473230958,2019Q4
LU0415179133,2019Q4
CH0236233877,2019Q4
CH0385234155,2019Q4
CH0408530746,2019Q4
CH0466797385,2019Q4
CH0504153773,2019Q4
DE000DB52810,2019Q4
GB00B0386N52,2019Q4
LI0384613076,2019Q4
IE00B46RNT22,2019Q4
CH0267790837,2019Q4
IE00BZ0G2K67,2019Q4
CH0301125537,2019Q4
CH0330295699,2019Q4
LI0398783220,2019Q4
IE00BZ60KP38,2019Q4
LU1719991116,2019Q4
LU0337168347,2019Q4
MT0000074295,2019Q4
LU1514167219,2019Q4
LU1681040900,2019Q4
CH0495579788,2019Q4
CH0496928935,2019Q4
CH0495857705,2019Q4
CH0502664839,2019Q4
LU0428380470,2019Q4
CH0415816856,2019Q4
VGG198081314,2019Q4
CH0339707660,2019Q4
CH0439630515,2019Q4
GG00BGGM1536,2019Q4
CH0323331444,2019Q4
CH0323330149,2019Q4
XS1532906283,2019Q4
XS1617700940,2019Q4
XS1654975546,2019Q4
CH0390572508,2019Q4
CH0415816195,2019Q4
CH0464619284,2019Q4
XS1941742840,2019Q4
XS1867894740,2019Q4
XS1885373248,2019Q4
CH0454931236,2019Q4
XS1935905866,2019Q4
CH0475323264,2019Q4
XS2023593291,2019Q4
CH0503162122,2019Q4
CH0506327698,2019Q4
XS2041364592,2019Q4
LI0116877668,2019Q4
DE000A2PF060,2019Q4
IE00B0680Z23,2019Q4
CA13508ZHZ86,2019Q4
CH0368169071,2019Q4
CH0368170269,2019Q4
LI0398740071,2019Q4
KYG2030A1004,2019Q4
IE00BYV7PT13,2019Q4
IE00BDFZRB04,2019Q4
US45782C7719,2019Q4
LU1160527682,2019Q4
KYG007653812,2019Q4
XD0313196731,2019Q4
IE00BD3DLJ25,2019Q4
IE00B7VCGY95,2019Q4
IE00BWC52F58,2019Q4
LU1603418317,2019Q4
LU1683490418,2019Q4
LU1850437036,2019Q4
XS1887320890,2019Q4
CH0469130071,2019Q4
XS1998613449,2019Q4
XS2089183110,2019Q4
LU1939228059,2019Q4
LU1829221024,2019Q4
CH0368163249,2019Q4
CH0324128625,2019Q4
LU1353174110,2019Q4
CH0292584718,2019Q4
LU0415391787,2019Q4
IE00BBT34K43,2019Q4
IE00BD087B48,2019Q4
IE00BQ5BMX69,2019Q4
IE00BFX4JT50,2019Q4
DE000LS9KC09,2019Q4
LI0101103005,2019Q4
LI0350494832,2019Q4
LI0408931132,2019Q4
LU0469626211,2019Q4
LU0677789876,2019Q4
DE000A2H5XJ7,2019Q4
LU1296765743,2019Q4
LU0693856568,2019Q4
LU0522256394,2019Q4
IE00BH43JT56,2019Q4
IE00BJQSGG85,2019Q4
GG00BH65KP27,2019Q4
LU0908636656,2019Q4
LU1314785343,2019Q4
LI0378874049,2019Q4
IE00BD08CW06,2019Q4
LU1987153951,2019Q4
LU1608548712,2019Q4
IF5072110000,2019Q4
IF2566500000,2019Q4
LI0343242520,2019Q4
CH0019624805,2019Q4
CH0345538463,2019Q4
LI0347021771,2019Q4
CH0013283368,2019Q4
IE00B66PKW27,2019Q4
LU0087657077,2019Q4
BSP9435B1049,2019Q4
MU0309S00007,2019Q4
XS1985725867,2019Q4
AT0000A1XJ06,2019Q4
XS1662073128,2019Q4
CH0395252403,2019Q4
CH0475326929,2019Q4
CH0389077832,2019Q4
XS2004305574,2019Q4
XS2021333989,2019Q4
XS2056628634,2019Q4
LU0724001861,2019Q4
CH0321516434,2019Q4
CH0504277879,2019Q4
CH0338508515,2019Q4
CH0421744415,2019Q4
CH0430376001,2019Q4
CH0432701875,2019Q4
CH0488721504,2019Q4
CH0507200472,2019Q4
CH0507200431,2019Q4
CH0507200464,2019Q4
LU1775952333,2019Q4
LU1775947507,2019Q4
DE000GL2HZ25,2019Q4
XS1317185947,2019Q4
CH0334716104,2019Q4
CH0357839080,2019Q4
CH0471020682,2019Q4
CH0504277861,2019Q4
CH0280127553,2019Q4
XS1191889119,2019Q4
CH0353836353,2019Q4
CH0371410223,2019Q4
XS0788145513,2019Q4
CH0384644040,2019Q4
XS1719281849,2019Q4
CH0418124118,2019Q4
CH0424130778,2019Q4
CH0436987512,2019Q4
CH0463113891,2019Q4
CH0462157519,2019Q4
CH0359144869,2019Q4
CH0471020666,2019Q4
XS1668082941,2019Q4
GB00BKD4L724,2019Q4
XS2047376228,2019Q4
XS2049233708,2019Q4
CH0508062020,2019Q4
XS1731507767,2019Q4
CH0475665649,2019Q4
CH0481536867,2019Q4
CH0499658851,2019Q4
CH0488526572,2019Q4
XS1683976663,2019Q4
CH0483180664,2019Q4
LI0380114210,2019Q4
LI0380114152,2019Q4
LU1811048138,2019Q4
LU1811047833,2019Q4
IE00BF1D8L93,2019Q4
IE00B3PT4X32,2019Q4
CH0019304531,2019Q4
LI0203060475,2019Q4
LI0244407115,2019Q4
LI0111758293,2019Q4
LU1685851799,2019Q4
LI0236927245,2019Q4
LI0236930132,2019Q4
JE00BYQY3Z98,2019Q4
FREXA0015943,2019Q4
CA37186Q3089,2019Q4
CA59124U6051,2019Q4
GB00B684MW17,2019Q4
US06746P6218,2019Q4
CH0501639436,2019Q4
LI0347935079,2019Q4
LU1439950202,2019Q4
IE00B3LKSX80,2019Q4
XS2032545126,2019Q4
LU2040069549,2019Q4
LU1848747504,2019Q4
LU1581426605,2019Q4
CH0513824919,2019Q4
XS1181802593,2019Q4
XS1601090092,2019Q4
CH0469130592,2019Q4
IE00BF0W0P57,2019Q4
LU1920217319,2019Q4
FR0013447737,2019Q4
LU1787061529,2019Q4
USU84563AA04,2019Q4
USU5286JAA70,2019Q4
DE000A2JF7Z9,2019Q4
KYG688291031,2019Q4
KYG912381087,2019Q4
YY0157626623,2019Q4
DE000A2R7562,2019Q4
YY0490208477,2019Q4
YY0157702770,2019Q4
KYG9360A1215,2019Q4
KYG2102B1014,2019Q4
IE00BJXRT698,2019Q4
IE00B3VY0M37,2019Q4
CA34348QAB82,2019Q4
XD0373430749,2019Q4
XD0420487817,2019Q4
XD0461219335,2019Q4
CH0017403509,2019Q4
CH0017403574,2019Q4
IE00B5V94313,2019Q4
LI0339972288,2019Q4
GG00BZ4BLK09,2019Q4
LU1417814305,2019Q4
CH0473582382,2019Q4
LU0987306726,2019Q4
LU0504984252,2019Q4
LU0346428005,2019Q4
CH0458333348,2019Q4
CH0258835013,2019Q4
LI0492927848,2019Q4
IE00BKM3XV86,2019Q4
CH0011471569,2019Q4
LI0409299885,2019Q4
KYG9179K1537,2019Q4
LU2027945059,2019Q4
US06746P5558,2019Q4
CH0192326939,2019Q4
LU0669555244,2019Q4
LU1741216995,2019Q4
CH0019087243,2019Q4
LU2001262547,2019Q4
VCP0586W1044,2019Q4
CH0240440187,2019Q4
LI0140363214,2019Q4
LI0492927756,2019Q4
KYG286401453,2019Q4
XD0489271441,2019Q4
CH0428751496,2019Q4
CH0472333423,2019Q4
CH0337051566,2019Q4
CH0478388744,2019Q4
XS1435163347,2019Q4
LI0483144601,2019Q4
LU1008806280,2019Q4
LI0111665340,2019Q4
KYG1871A1958,2019Q4
VC09369H2078,2019Q4
CH0477836867,2019Q4
LI0479744380,2019Q4
IE00B6YX4P96,2019Q4
LU1600645011,2019Q4
LU1347423649,2019Q4
LI0247155075,2019Q4
IE00B64B9H05,2019Q4
LI0104530832,2019Q4
IE00BXDZF529,2019Q4
KYG1319E1145,2019Q4
KYG131551171,2019Q4
LU1813282669,2019Q4
KYG132191035,2019Q4
LI0424522592,2019Q4
LU1265972825,2019Q4
CH0352029638,2019Q4
IE00B87RLX93,2019Q4
LU0912263752,2019Q4
LU1306402493,2019Q4
LU1867694223,2019Q4
IE00B40RWW48,2019Q4
CH0399905105,2019Q4
LU1321847714,2019Q4
LU1717562943,2019Q4
XS1774701046,2019Q4
LU1670724886,2019Q4
LU1717563164,2019Q4
LU1720131637,2019Q4
LU1870387153,2019Q4
KYG1319E1061,2019Q4
LU0883254350,2019Q4
KYG131551338,2019Q4
KYG5441G1459,2019Q4
IE00B41YB612,2019Q4
KYG132191118,2019Q4
LI0424522527,2019Q4
XS1704271490,2019Q4
LI0489120290,2019Q4
CH0487350289,2019Q4
CH0513369840,2019Q4
CH0282729869,2019Q4
LU0883254434,2019Q4
KYG5441G1525,2019Q4
CH0104493298,2019Q4
XS1183632055,2019Q4
LI0032373487,2019Q4
KYG544811097,2019Q4
CH0495580265,2019Q4
CH0500510711,2019Q4
CH0498268140,2019Q4
CH0512815975,2019Q4
CA92203E1016,2019Q4
CH0345530940,2019Q4
IE00BKM4H312,2019Q4
CH0472618740,2019Q4
CH0472618757,2019Q4
CH0482513329,2019Q4
CH0127799929,2019Q4
CH0000422474,2019Q4
LU1861337142,2019Q4
LU1781277485,2019Q4
LU1861218136,2019Q4
KYG1319E1228,2019Q4
GG00B90TVW87,2019Q4
GG00B8SZFZ26,2019Q4
CH0504269629,2019Q4
CH0502672634,2019Q4
LU1773286775,2019Q4
KYG131552245,2019Q4
CH0495580281,2019Q4
LU0802637750,2019Q4
CH0495580273,2019Q4
LU0260865075,2019Q4
LU1670725859,2019Q4
LU1861219613,2019Q4
LI0464352512,2019Q4
CH0428049438,2019Q4
LI0508238792,2019Q4
LU1781277303,2019Q4
CH0001807228,2019Q4
KYG1768W1024,2019Q4
LU2064451730,2019Q4
CH0001992681,2019Q4
LI0105946334,2019Q4
LI0012044413,2019Q4
CH0382912282,2019Q4
CH0485103623,2019Q4
KYG552231790,2019Q4
KYG4164W1069,2019Q4
KYG3961V1133,2019Q4
LU0329429624,2019Q4
IE00BCLWRF22,2019Q4
CA94856V1094,2019Q4
LI0122468528,2019Q4
DE000HW94K59,2019Q4
LU1945299615,2019Q4
CH0116406890,2019Q4
LU1279613100,2019Q4
LU1679117579,2019Q4
CH0002792122,2019Q4
LU0301247077,2019Q4
CH0458330575,2019Q4
DE000GS1TA18,2019Q4
CH0002779665,2019Q4
DE000US6GGP2,2019Q4
CH0008463421,2019Q4
CH0427663734,2019Q4
CH0347662444,2019Q4
LU2055795756,2019Q4
IE00B3D07K68,2019Q4
CH0335974504,2019Q4
CH0481307251,2019Q4
CH0513003464,2019Q4
AT0000624259,2019Q4
IE00BTN23516,2019Q4
LI0024558434,2019Q4
LI0343242538,2019Q4
LI0234284821,2019Q4
LI0013812958,2019Q4
IE00B60FPB25,2019Q4
LI0247162907,2019Q4
LI0183910012,2019Q4
LI0148225985,2019Q4
IE00B4Z35Y04,2019Q4
CH0023497271,2019Q4
US30050E1055,2019Q4
LI0255031523,2019Q4
ZAG000159518,2019Q4
ZAG000159526,2019Q4
LI0255031531,2019Q4
IE00BXRTPD87,2019Q4
IE00BYQNJY78,2019Q4
CH0511106285,2019Q4
IE00BHHMSV40,2019Q4
CH0449928255,2019Q4
CH0384858301,2019Q4
CH0492629198,2019Q4
CH0325172929,2019Q4
LI0378873942,2019Q4
DE000DC8E207,2019Q4
DE000MF56GN1,2019Q4
IE00BYQNJX61,2019Q4
IE00BG5KR946,2019Q4
LU1004413578,2019Q4
LU1823318727,2019Q4
LI0339233467,2019Q4
XD0469315846,2019Q4
CH0491338882,2019Q4
KYG9063K1031,2019Q4
LU1217778783,2019Q4
IE00BC1J1399,2019Q4
MT0001351213,2019Q4
LU0392496260,2019Q4
CH0117502515,2019Q4
CH0410017021,2019Q4
CH0354505486,2019Q4
XS1733255092,2019Q4
LI0216797519,2019Q4
LU0402208283,2019Q4
IE00B7510G27,2019Q4
IE00BD3B6H93,2019Q4
LI0216797618,2019Q4
CH0344149601,2019Q4
CH0435455321,2019Q4
XS2081102175,2019Q4
XS1941722149,2019Q4
CH0429807503,2019Q4
LU0816909286,2019Q4
CH0428749730,2019Q4
XS1913466618,2019Q4
KYG4R58A1385,2019Q4
CH0500517773,2019Q4
XS2021289041,2019Q4
XS2047390997,2019Q4
XS2089201896,2019Q4
CH0460902080,2019Q4
LU1785831311,2019Q4
XS1842021740,2019Q4
XS1092570289,2019Q4
LU1785831402,2019Q4
CH0359146229,2019Q4
CH0418223779,2019Q4
LU1958531268,2019Q4
YY0004023256,2019Q4
CH0459998545,2019Q4
CH0411239616,2019Q4
CH0480401543,2019Q4
CH0479475193,2019Q4
LU1245471724,2019Q4
SE0003752211,2019Q4
CH0026828068,2019Q4
CH0372091725,2019Q4
XS1991107480,2019Q4
CH0307986932,2019Q4
CH0406696747,2019Q4
XS1591557571,2019Q4
LU1781276248,2019Q4
LU1865570698,2019Q4
CH0499658356,2019Q4
CH0492931016,2019Q4
LU1127969910,2019Q4
LU1220231333,2019Q4
LU1506584975,2019Q4
CH0422720638,2019Q4
CH0482514467,2019Q4
CH0507405345,2019Q4
LI0126894562,2019Q4
GB00B0386L39,2019Q4
CH0418855505,2019Q4
CH0498304895,2019Q4
CH0506133666,2019Q4
CH0475074818,2019Q4
CH0316127601,2019Q4
CH0492547663,2019Q4
CH0506096525,2019Q4
CH0513605722,2019Q4
CH0327385131,2019Q4
CH0406696754,2019Q4
CH0492929861,2019Q4
CH0234032537,2019Q4
CH0396946037,2019Q4
XS1829795035,2019Q4
CH0423432647,2019Q4
CH0423438230,2019Q4
CH0428053117,2019Q4
CH0503162635,2019Q4
CH0418846033,2019Q4
XS1966180231,2019Q4
CH0469769001,2019Q4
CH0495859727,2019Q4
XS1715857758,2019Q4
XS1850604387,2019Q4
CH0352756412,2019Q4
XS1718942987,2019Q4
CH0436946419,2019Q4
CH0477836909,2019Q4
CH0358209689,2019Q4
XS1718773267,2019Q4
CH0395258152,2019Q4
XS1797086128,2019Q4
XS1984045945,2019Q4
DE000GL786R8,2019Q4
LI0424522543,2019Q4
CH0379752881,2019Q4
CH0424505946,2019Q4
CH0416898267,2019Q4
CH0416911920,2019Q4
CH0473347711,2019Q4
CH0473236997,2019Q4
CH0508229140,2019Q4
CH0473238464,2019Q4
CH0432693692,2019Q4
CH0425139497,2019Q4
CH0359328850,2019Q4
CH0416890561,2019Q4
CH0463461969,2019Q4
CH0464616488,2019Q4
CH0485000480,2019Q4
CH0416909288,2019Q4
CH0473216700,2019Q4
CH0476852774,2019Q4
CH0473221312,2019Q4
CH0490249817,2019Q4
CH0357683744,2019Q4
CH0510841478,2019Q4
XS2039411611,2019Q4
LU0994380029,2019Q4
LI0444340462,2019Q4
XS1964739715,2019Q4
CH0199038495,2019Q4
CH0451798380,2019Q4
CH0466857528,2019Q4
CH0485491853,2019Q4
CH0370821768,2019Q4
CH0406696598,2019Q4
XS1907222878,2019Q4
XS1941762285,2019Q4
CH0423438073,2019Q4
CH0410022625,2019Q4
XS2011498198,2019Q4
XS1714891998,2019Q4
CH0438950997,2019Q4
LI0337486141,2019Q4
LU1963826406,2019Q4
XS2007885754,2019Q4
LI0466182057,2019Q4
LU1050446076,2019Q4
KYG328181584,2019Q4
CH0480039335,2019Q4
CH0438149590,2019Q4
CH0479744416,2019Q4
LU0130421521,2019Q4
IE00B5WJ1L72,2019Q4
LU0949335441,2019Q4
AU0000054553,2019Q4
LU0828908581,2019Q4
CH0368160989,2019Q4
LU1865570938,2019Q4
XS2033118261,2019Q4
CH0443037418,2019Q4
CH0375046312,2019Q4
XS1907222449,2019Q4
CH0334589642,2019Q4
CH0405452266,2019Q4
CH0101408232,2019Q4
LU1577536813,2019Q4
LU1238901323,2019Q4
CH0473587282,2019Q4
IE00B91X6F72,2019Q4
LU1645753499,2019Q4
LU1886379061,2019Q4
LU1951361812,2019Q4
SG73E6000009,2019Q4
KYG258691271,2019Q4
XD0477347757,2019Q4
XD0477308049,2019Q4
IF2420370000,2019Q4
XD0293341893,2019Q4
XS1452409482,2019Q4
XS1653697000,2019Q4
CH0385841025,2019Q4
CH0466857536,2019Q4
XS1531393426,2019Q4
XS1796939251,2019Q4
XS1941757871,2019Q4
XS1796896006,2019Q4
XS1957184580,2019Q4
CH0488707206,2019Q4
LU0994379526,2019Q4
CH0410018466,2019Q4
XS1554308699,2019Q4
CH0451798398,2019Q4
XS1941761550,2019Q4
CH0438784776,2019Q4
CH0438784768,2019Q4
CH0473590518,2019Q4
CH0010173182,2019Q4
CH0003857031,2019Q4
XD0391015241,2019Q4
LI0339233483,2019Q4
CH0461384817,2019Q4
CH0461386820,2019Q4
CH0465311667,2019Q4
CH0468124604,2019Q4
XS1947181878,2019Q4
CH0478392043,2019Q4
CH0476260234,2019Q4
CH0488706315,2019Q4
CH0492547507,2019Q4
XS2011521866,2019Q4
XS2019036966,2019Q4
CH0499657705,2019Q4
XS2039572545,2019Q4
XS2039572206,2019Q4
XS1720442471,2019Q4
CH0511104116,2019Q4
LU1675772021,2019Q4
LU1781276594,2019Q4
LU1336212888,2019Q4
DE000MF7AC32,2019Q4
CH0423437471,2019Q4
CH0470806115,2019Q4
CH0459845886,2019Q4
XS1796895966,2019Q4
LU2022170109,2019Q4
CH0507008560,2019Q4
CH0501393596,2019Q4
CH0507008602,2019Q4
CH0377372468,2019Q4
CH0000474533,2019Q4
FR0011122019,2019Q4
XS1422301439,2019Q4
XS1667712423,2019Q4
CH0396555424,2019Q4
CH0481554324,2019Q4
XS1646386265,2019Q4
XS1852283479,2019Q4
XS2027536478,2019Q4
XS2082888814,2019Q4
XS1151549232,2019Q4
CH0451140781,2019Q4
XS1941763689,2019Q4
XS1984826179,2019Q4
LU0336368492,2019Q4
CH0434695216,2019Q4
CH0025523538,2019Q4
CH0121242769,2019Q4
JE00B1YPB605,2019Q4
DE000UW0TGC0,2019Q4
LU1323611423,2019Q4
LU1033666741,2019Q4
KYG5441G1608,2019Q4
LU1718720813,2019Q4
LU0099390162,2019Q4
IF5064710000,2019Q4
XD0473363170,2019Q4
XD0207591971,2019Q4
XD0465563209,2019Q4
XD0493868083,2019Q4
XD0494239409,2019Q4
XD0509605560,2019Q4
LI0242851363,2019Q4
LU0816333552,2019Q4
CH0443402588,2019Q4
CH0476849382,2019Q4
CH0481486105,2019Q4
CH0481486139,2019Q4
CH0476851321,2019Q4
CH0506103156,2019Q4
CH0498818829,2019Q4
LU1148416099,2019Q4
LU1842715168,2019Q4
CH0266684940,2019Q4
XS1961829345,2019Q4
LU1848747256,2019Q4
IE00BJP0CQ78,2019Q4
IE00BYVLF826,2019Q4
LU1877643194,2019Q4
LU1920213326,2019Q4
DE000UY5RKS9,2019Q4
CH0486322875,2019Q4
CH0474160311,2019Q4
CH0489393329,2019Q4
XS1994636832,2019Q4
XS1997317851,2019Q4
XS2020241571,2019Q4
XS2059589916,2019Q4
XS2033219457,2019Q4
XS1754456686,2019Q4
CH0428751835,2019Q4
XS1926841450,2019Q4
CH0460906610,2019Q4
CH0464865036,2019Q4
CH0472329785,2019Q4
XS1980789215,2019Q4
CH0481310834,2019Q4
XS2011495921,2019Q4
XS2053472754,2019Q4
CH0501367699,2019Q4
XS2060713976,2019Q4
XS2067150578,2019Q4
XS2067142559,2019Q4
CH0506109674,2019Q4
XS2087670894,2019Q4
CH0513373776,2019Q4
XS1754456504,2019Q4
CH0460005611,2019Q4
CH0460898148,2019Q4
CH0472384251,2019Q4
CH0509912629,2019Q4
CH0389888543,2019Q4
XS1525753783,2019Q4
CH0475027469,2019Q4
XS2067160619,2019Q4
XS2067159280,2019Q4
XS2067144506,2019Q4
XS2067145818,2019Q4
XS2087681826,2019Q4
CH0375316053,2019Q4
CH0395257378,2019Q4
CH0395257626,2019Q4
CH0415819066,2019Q4
XS1525681935,2019Q4
XS2006340397,2019Q4
XS1525766504,2019Q4
XS1980011719,2019Q4
XS1962281108,2019Q4
CH0478201632,2019Q4
XS1977471371,2019Q4
CH0489781267,2019Q4
XS1962312853,2019Q4
XS2024570702,2019Q4
XS2037378234,2019Q4
XS1984818150,2019Q4
XS2037372625,2019Q4
XS2024586450,2019Q4
CH0507408208,2019Q4
XS2087663337,2019Q4
CH0513373768,2019Q4
MT7000025383,2019Q4
XS1961131007,2019Q4
IT0005389025,2019Q4
MT7000023198,2019Q4
LU1913458193,2019Q4
XS2078546384,2019Q4
CH0489811304,2019Q4
IT0004095821,2019Q4
CH0420010818,2019Q4
CH0476851313,2019Q4
US62548D1000,2019Q4
LU0988490503,2019Q4
CH0382336037,2019Q4
CH0382917240,2019Q4
FREXA0020596,2019Q4
XS1991367712,2019Q4
CH0476256109,2019Q4
FREXA0019549,2019Q4
IE00BTKHFW00,2019Q4
CH0420010826,2019Q4
CH0443402596,2019Q4
CH0476849390,2019Q4
CH0498818837,2019Q4
LI0382340623,2019Q4
MT7000018826,2019Q4
MT7000022406,2019Q4
LU1148414987,2019Q4
LU0933606054,2019Q4
LU1345292707,2019Q4
BSP0605L1057,2019Q4
GG00BYSXGB17,2019Q4
CH0454927820,2019Q4
XS1879270301,2019Q4
CH0507405683,2019Q4
LU1981743351,2019Q4
XS1762717798,2019Q4
LU1868872638,2019Q4
VGG807091019,2019Q4
LU0256324947,2019Q4
YY0157513987,2019Q4
LU0334153201,2019Q4
CH0409616379,2019Q4
LU1048314196,2019Q4
LU1829218582,2019Q4
XS1354962273,2019Q4
XS1522284576,2019Q4
US26922A2895,2019Q4
LU1681043086,2019Q4
IE00BK5BCD43,2019Q4
LU1900068914,2019Q4
LU1923627092,2019Q4
IE00B46N8H32,2019Q4
LU1602120047,2019Q4
LU0908659609,2019Q4
LU0406714716,2019Q4
LI0183910038,2019Q4
LI0133634696,2019Q4
IE00BL3HR700,2019Q4
CH0472624425,2019Q4
CH0493462367,2019Q4
LI0448059142,2019Q4
LI0448059175,2019Q4
IE00BYZTVV78,2019Q4
AU0000065195,2019Q4
LI0320407625,2019Q4
LI0247528586,2019Q4
LI0320407476,2019Q4
LI0320399590,2019Q4
US0373763087,2019Q4
LU1324053104,2019Q4
LU0750223447,2019Q4
IE00B3KQH416,2019Q4
LU0823432025,2019Q4
DE000GM0VNF5,2019Q4
KYG7126M1731,2019Q4
CH0106407239,2019Q4
LU0592216393,2019Q4
XS0851688860,2019Q4
CH0309380522,2019Q4
IE00BDT6FS23,2019Q4
LI0034296587,2019Q4
LU1812091350,2019Q4
DE000US5F0W8,2019Q4
IE00BK0TB144,2019Q4
LU0511796764,2019Q4
XS1941721760,2019Q4
DE000A179ZR3,2019Q4
DE000UY94ZV9,2019Q4
CH0259521323,2019Q4
XS2035232466,2019Q4
LU0594107848,2019Q4
LI0247156602,2019Q4
XS1752954450,2019Q4
GB00BKD0ZT07,2019Q4
CH0509391717,2019Q4
DE000US5F185,2019Q4
IE00BT6SKH73,2019Q4
LU0954603212,2019Q4
LU1796860663,2019Q4
LU1232062742,2019Q4
LU1232074671,2019Q4
XS1292847735,2019Q4
XS1293134711,2019Q4
CH0389071777,2019Q4
CH0506330320,2019Q4
LU0255797713,2019Q4
LU1676181032,2019Q4
LU1116037588,2019Q4
LU1065063619,2019Q4
FREXA0021685,2019Q4
FREXA0021693,2019Q4
LU0571067601,2019Q4
LU1676181461,2019Q4
CH0380652773,2019Q4
NZTFSDT707C7,2019Q4
LU1883319805,2019Q4
NZANBDT018C9,2019Q4
LU0466440855,2019Q4
IT0005355653,2019Q4
IT0005370942,2019Q4
IT0005379984,2019Q4
IE00BF52F221,2019Q4
CH0474373013,2019Q4
CH0429812388,2019Q4
IE00B566P016,2019Q4
LU1840077546,2019Q4
CH0489124047,2019Q4
CH0423560900,2019Q4
CH0445689208,2019Q4
LU1670724027,2019Q4
CH0474373047,2019Q4
CH0429813048,2019Q4
IT0005358582,2019Q4
KYG0230G1414,2019Q4
IE00BYMB4Q22,2019Q4
CH0474372999,2019Q4
CH0503164193,2019Q4
CH0503164219,2019Q4
CH0503164201,2019Q4
XS2060738452,2019Q4
XS2060742991,2019Q4
XS1853627013,2019Q4
LU1082251577,2019Q4
LU0778402650,2019Q4
QT0376014939,2019Q4
QT0444724238,2019Q4
LU0943504760,2019Q4
CH0470802726,2019Q4
LU1612974292,2019Q4
LU0630479458,2019Q4
LU0854923066,2019Q4
LU0572954062,2019Q4
DE000DX4XAU9,2019Q4
XD0142585187,2019Q4
IE00B4MB6665,2019Q4
VGG5221E1209,2019Q4
LU0982800491,2019Q4
CH0493461518,2019Q4
CH0473352265,2019Q4
CH0495851484,2019Q4
CH0263939958,2019Q4
LU0449509289,2019Q4
IE00B45G9H03,2019Q4
IE00B88S7N36,2019Q4
LU1272636983,2019Q4
CH0016144203,2019Q4
AT0000A1CB74,2019Q4
CH0464672572,2019Q4
IE00B29Z0C19,2019Q4
LI0430825245,2019Q4
FR0011726850,2019Q4
LU1900067940,2019Q4
XS1099412121,2019Q4
XS1344751372,2019Q4
XS1856095887,2019Q4
CH0032462910,2019Q4
LI0030014943,2019Q4
LU1805229058,2019Q4
JE00B39MSP81,2019Q4
XD0407011127,2019Q4
LU0524670048,2019Q4
IE0031724127,2019Q4
IE00BD8DY654,2019Q4
IE00B68JQ242,2019Q4
IE00BN795K56,2019Q4
CH0229323123,2019Q4
FR0010788836,2019Q4
XD0020951204,2019Q4
DE000VF7X0L2,2019Q4
DE000VF5A7F8,2019Q4
DE000VE2S5P7,2019Q4
YY0157472325,2019Q4
LU0605619740,2019Q4
LU1224399508,2019Q4
CH0253076282,2019Q4
KYG9722A1168,2019Q4
IE00B65GJK75,2019Q4
KYG667231180,2019Q4
KYG680401075,2019Q4
JE00B3KTX754,2019Q4
IE00BDFK3G24,2019Q4
AU0000NABPD4,2019Q4
CH0270333914,2019Q4
US74347X8801,2019Q4
IE00BFNXVZ26,2019Q4
LU1797814842,2019Q4
IE00BFX4JV72,2019Q4
KYG315581283,2019Q4
KYG315581028,2019Q4
LU1128910137,2019Q4
IE00B4VCVG59,2019Q4
LU1808484791,2019Q4
IE00BJSFQW37,2019Q4
LI0395449189,2019Q4
LU1645380368,2019Q4
IE00BFM6TD65,2019Q4
IE00BDDRF478,2019Q4
LU0294150999,2019Q4
LU0192617867,2019Q4
LU1426150295,2019Q4
LU1883851849,2019Q4
LU2055795913,2019Q4
LU1726132506,2019Q4
LU1807417636,2019Q4
LI0111017039,2019Q4
LI0428619683,2019Q4
CH0335974512,2019Q4
CH0481307285,2019Q4
IE0032876173,2019Q4
LU2055795830,2019Q4
CH0335974496,2019Q4
CH0481307269,2019Q4
LI0111017062,2019Q4
DE000A1RX996,2019Q4
LU1829219127,2019Q4
IE00BYX8XD24,2019Q4
CH0499130075,2019Q4
LI0474146268,2019Q4
CH0335974520,2019Q4
LU1162521717,2019Q4
